symbol	function description	source	confidence code	Previous.Symbols	Synonyms
ZIM3	zinc finger, imprinted 3	v4 only	CC:3		ZNF657
ZMYM3	zinc finger, MYM-type 3	v4 only	CC:3	ZNF261	ZNF198L2, DXS6673E, KIAA0385, MYM
ZMYM4	zinc finger, MYM-type 4	v4 only	CC:3	ZNF262	KIAA0425, ZNF198L3, MYM
ZMYM6	zinc finger, MYM-type 6	v4 only	CC:3	ZNF258	ZNF198L4, MYM, Buster2
ZMYND11	zinc finger, MYND domain containing 11	v4 only	CC:3		BS69
ZNF100	zinc finger protein 100	v4 only	CC:3		
ZNF101	zinc finger protein 101	v4 only	CC:3		HZF12, DKFZp570I0164
ZNF114	zinc finger protein 114	v4 only	CC:3		MGC17986
ZNF12	zinc finger protein 12	v4 only	CC:3	ZNF325	KOX3, GIOT-3
ZNF124	zinc finger protein 124	v4 only	CC:3		HZF16, HZF-16
ZNF136	zinc finger protein 136	v4 only	CC:3		pHZ-20
ZNF137	zinc finger protein 137	v4 only	CC:3	NA	NA
ZNF141	zinc finger protein 141	v4 only	CC:3	D4S90	pHZ-44
ZNF146	zinc finger protein 146	v4 only	CC:3		OZF
ZNF16	zinc finger protein 16	v4 only	CC:3		KOX9
ZNF160	zinc finger protein 160	v4 only	CC:3		HZF5, F11, KR18, HKr18, FLJ00032, KIAA1611
ZNF17	zinc finger protein 17	v4 only	CC:3		HPF3, KOX10, KIAA1947, FLJ40864, FLJ46058, FLJ46615
ZNF180	zinc finger protein 180	v4 only	CC:3		HHZ168
ZNF182	zinc finger protein 182	v4 only	CC:3	ZNF21	KOX14, HHZ150, Zfp182
ZNF184	zinc finger protein 184	v4 only	CC:3		
ZNF185	zinc finger protein 185 (LIM domain)	v4 only	CC:3		
ZNF195	zinc finger protein 195	v4 only	CC:3		
ZNF20	zinc finger protein 20	v4 only	CC:3		KOX13
ZNF200	zinc finger protein 200	v4 only	CC:3		
ZNF205	zinc finger protein 205	v4 only	CC:3	ZNF210	Zfp13
ZNF208	zinc finger protein 208	v4 only	CC:3		PMIDP, ZNF95
ZNF214	zinc finger protein 214	v4 only	CC:3		
ZNF22	zinc finger protein 22 (KOX 15)	v4 only	CC:3		KOX15, HKR-T1, ZNF422, Zfp422
ZNF221	zinc finger protein 221	v4 only	CC:3		
ZNF222	zinc finger protein 222	v4 only	CC:3		
ZNF223	zinc finger protein 223	v4 only	CC:3		
ZNF224	zinc finger protein 224	v4 only	CC:3	ZNF255, ZNF27	BMZF-2, KOX22
ZNF225	zinc finger protein 225	v4 only	CC:3		
ZNF229	zinc finger protein 229	v4 only	CC:3		
ZNF23	zinc finger protein 23 (KOX 16)	v4 only	CC:3	ZNF359	KOX16, Zfp612, ZNF612
ZNF230	zinc finger protein 230	v4 only	CC:3		FDZF2
ZNF234	zinc finger protein 234	v4 only	CC:3	ZNF269	HZF4
ZNF235	zinc finger protein 235	v4 only	CC:3	ZNF270, ZFP93	HZF6, ANF270
ZNF239	zinc finger protein 239	v4 only	CC:3		MOK2, HOK-2
ZNF25	zinc finger protein 25	v4 only	CC:3		KOX19, FLJ31890, Zfp9
ZNF250	zinc finger protein 250	v4 only	CC:3	ZNF647	MGC9718, ZFP647
ZNF251	zinc finger protein 251	v4 only	CC:3		
ZNF253	zinc finger protein 253	v4 only	CC:3	ZNF411	BMZF-1, FLJ90391
ZNF257	zinc finger protein 257	v4 only	CC:3		BMZF-4
ZNF259	zinc finger protein 259	v4 only	CC:3		ZPR1
ZNF26	zinc finger protein 26	v4 only	CC:3		KOX20, FLJ20755
ZNF264	zinc finger protein 264	v4 only	CC:3		KIAA0412
ZNF266	zinc finger protein 266	v4 only	CC:3		HZF1
ZNF267	zinc finger protein 267	v4 only	CC:3		HZF2
ZNF271	zinc finger protein 271	v4 only	CC:3		HZF7, ZNFEB
ZNF273	zinc finger protein 273	v4 only	CC:3		HZF9
ZNF276	zinc finger protein 276	v4 only	CC:3	ZFP276	MGC45417, ZNF477, CENPZ, CENP-Z
ZNF28	zinc finger protein 28	v4 only	CC:3		KOX24, DKFZp781D0275
ZNF282	zinc finger protein 282	v4 only	CC:3		HUB1
ZNF295	zinc finger protein 295	v4 only	CC:3		KIAA1227, ZBTB21
ZNF30	zinc finger protein 30	v4 only	CC:3		KOX28, DKFZp686N19164, FLJ20562
ZNF300	zinc finger protein 300	v4 only	CC:3		
ZNF302	zinc finger protein 302	v4 only	CC:3		ZNF327, ZNF135L, ZNF140L
ZNF304	zinc finger protein 304	v4 only	CC:3		
ZNF317	zinc finger protein 317	v4 only	CC:3		
ZNF318	zinc finger protein 318	v4 only	CC:3		HRIHFB2436, ZFP318
ZNF319	zinc finger protein 319	v4 only	CC:3		KIAA1388, Zfp319
ZNF32	zinc finger protein 32	v4 only	CC:3		KOX30
ZNF322A	zinc finger protein 322A	v4 only	CC:3	NA	NA
ZNF324	zinc finger protein 324	v4 only	CC:3		ZF5128, ZNF324A
ZNF329	zinc finger protein 329	v4 only	CC:3		FLJ12586
ZNF331	zinc finger protein 331	v4 only	CC:3		RITA, ZNF463, ZNF361
ZNF333	zinc finger protein 333	v4 only	CC:3		KIAA1806
ZNF334	zinc finger protein 334	v4 only	CC:3		bA179N14.1
ZNF335	zinc finger protein 335	v4 only	CC:3		bA465L10.2, NIF-1
ZNF337	zinc finger protein 337	v4 only	CC:3		dJ694B14.1
ZNF341	zinc finger protein 341	v4 only	CC:3		dJ553F4.3
ZNF343	zinc finger protein 343	v4 only	CC:3		MGC10715
ZNF347	zinc finger protein 347	v4 only	CC:3		ZNF1111
ZNF350	zinc finger protein 350	v4 only	CC:3		ZBRK1, ZFQR
ZNF354C	zinc finger protein 354C	v4 only	CC:3		KID3
ZNF358	zinc finger protein 358	v4 only	CC:3		FLJ10390, ZFEND
ZNF366	zinc finger protein 366	v4 only	CC:3		FLJ39796
ZNF382	zinc finger protein 382	v4 only	CC:3		FLJ14686, KS1
ZNF383	zinc finger protein 383	v4 only	CC:3		FLJ35863
ZNF384	zinc finger protein 384	v4 only	CC:3	TNRC1	CAGH1A, CIZ, NMP4, NP
ZNF395	zinc finger protein 395	v4 only	CC:3		PRF-1, HDBP2, PBF, DKFZp434K1210
ZNF398	zinc finger protein 398	v4 only	CC:3		ZER6, KIAA1339, P51, P71
ZNF407	zinc finger protein 407	v4 only	CC:3		FLJ20307, FLJ13839, KIAA1703
ZNF410	zinc finger protein 410	v4 only	CC:3		APA1, APA-1
ZNF414	zinc finger protein 414	v4 only	CC:3		MGC15716, Zfp414
ZNF415	zinc finger protein 415	v4 only	CC:3		
ZNF416	zinc finger protein 416	v4 only	CC:3		FLJ20557
ZNF417	zinc finger protein 417	v4 only	CC:3		MGC34079
ZNF419	zinc finger protein 419	v4 only	CC:3	ZNF419A	
ZNF420	zinc finger protein 420	v4 only	CC:3		FLJ32191
ZNF426	zinc finger protein 426	v4 only	CC:3		MGC2663
ZNF43	zinc finger protein 43	v4 only	CC:3	ZNF39L1	HTF6, KOX27
ZNF430	zinc finger protein 430	v4 only	CC:3		FLJ13659
ZNF432	zinc finger protein 432	v4 only	CC:3		KIAA0798
ZNF434	zinc finger protein 434	v4 only	CC:3		FLJ20417
ZNF436	zinc finger protein 436	v4 only	CC:3		KIAA1710, Zfp46
ZNF44	zinc finger protein 44	v4 only	CC:3	ZNF58, ZNF55	KOX7, ZNF504
ZNF443	zinc finger protein 443	v4 only	CC:3		ZK1
ZNF454	zinc finger protein 454	v4 only	CC:3		FLJ37444
ZNF467	zinc finger protein 467	v4 only	CC:3		EZI, Zfp467
ZNF473	zinc finger protein 473	v4 only	CC:3		KIAA1141, DKFZP434N043, HZFP100
ZNF480	zinc finger protein 480	v4 only	CC:3		MGC32104
ZNF485	zinc finger protein 485	v4 only	CC:3		
ZNF486	zinc finger protein 486	v4 only	CC:3	KRBO2	MGC2396
ZNF488	zinc finger protein 488	v4 only	CC:3		FLJ32104
ZNF491	zinc finger protein 491	v4 only	CC:3		FLJ34791
ZNF493	zinc finger protein 493	v4 only	CC:3		FLJ36504
ZNF497	zinc finger protein 497	v4 only	CC:3		FLJ44773
ZNF502	zinc finger protein 502	v4 only	CC:3		FLJ14855, FLJ12515
ZNF503	zinc finger protein 503	v4 only	CC:3		FLJ45745, MGC2555
ZNF506	zinc finger protein 506	v4 only	CC:3		DKFZp761G1812
ZNF510	zinc finger protein 510	v4 only	CC:3		KIAA0972
ZNF513	zinc finger protein 513	v4 only	CC:3		FLJ32203
ZNF519	zinc finger protein 519	v4 only	CC:3		HsT2362, FLJ36809
ZNF521	zinc finger protein 521	v4 only	CC:3		EHZF, Evi3
ZNF524	zinc finger protein 524	v4 only	CC:3		MGC23143
ZNF526	zinc finger protein 526	v4 only	CC:3		KIAA1951, MGC4267
ZNF528	zinc finger protein 528	v4 only	CC:3		KIAA1827
ZNF532	zinc finger protein 532	v4 only	CC:3		FLJ10697
ZNF536	zinc finger protein 536	v4 only	CC:3		KIAA0390
ZNF540	zinc finger protein 540	v4 only	CC:3		DKFZp547B0714
ZNF542	zinc finger protein 542	v4 only	CC:3		DKFZp686B2197
ZNF544	zinc finger protein 544	v4 only	CC:3		AF020591
ZNF547	zinc finger protein 547	v4 only	CC:3		FLJ31100
ZNF549	zinc finger protein 549	v4 only	CC:3		FLJ34917
ZNF552	zinc finger protein 552	v4 only	CC:3		FLJ21603
ZNF554	zinc finger protein 554	v4 only	CC:3		FLJ34817
ZNF555	zinc finger protein 555	v4 only	CC:3		MGC26707
ZNF556	zinc finger protein 556	v4 only	CC:3		FLJ11637
ZNF557	zinc finger protein 557	v4 only	CC:3		MGC4054
ZNF558	zinc finger protein 558	v4 only	CC:3		FLJ30932
ZNF559	zinc finger protein 559	v4 only	CC:3		MGC13105
ZNF560	zinc finger protein 560	v4 only	CC:3		FLJ31986
ZNF562	zinc finger protein 562	v4 only	CC:3		FLJ20079
ZNF564	zinc finger protein 564	v4 only	CC:3		MGC26914
ZNF566	zinc finger protein 566	v4 only	CC:3		FLJ14779, MGC12515
ZNF567	zinc finger protein 567	v4 only	CC:3		MGC45586
ZNF568	zinc finger protein 568	v4 only	CC:3		DKFZp686B0797
ZNF569	zinc finger protein 569	v4 only	CC:3		FLJ32053, ZAP1
ZNF57	zinc finger protein 57	v4 only	CC:3	ZNF424	
ZNF571	zinc finger protein 571	v4 only	CC:3		HSPC059
ZNF573	zinc finger protein 573	v4 only	CC:3		FLJ30921
ZNF574	zinc finger protein 574	v4 only	CC:3		FLJ22059
ZNF575	zinc finger protein 575	v4 only	CC:3		FLJ32567
ZNF576	zinc finger protein 576	v4 only	CC:3		MGC2508
ZNF577	zinc finger protein 577	v4 only	CC:3		MGC4400
ZNF581	zinc finger protein 581	v4 only	CC:3		HSPC189, FLJ22550
ZNF582	zinc finger protein 582	v4 only	CC:3		FLJ30927
ZNF583	zinc finger protein 583	v4 only	CC:3		FLJ31030
ZNF584	zinc finger protein 584	v4 only	CC:3		FLJ39899
ZNF585A	zinc finger protein 585A	v4 only	CC:3		FLJ23765
ZNF585B	zinc finger protein 585B	v4 only	CC:3		FLJ14928, SZFP41
ZNF589	zinc finger protein 589	v4 only	CC:3		SZF1
ZNF592	zinc finger protein 592	v4 only	CC:3	SCAR5	KIAA0211, CAMOS
ZNF593	zinc finger protein 593	v4 only	CC:3		ZT86
ZNF596	zinc finger protein 596	v4 only	CC:3		
ZNF597	zinc finger protein 597	v4 only	CC:3		FLJ33071
ZNF599	zinc finger protein 599	v4 only	CC:3		FLJ30663
ZNF605	zinc finger protein 605	v4 only	CC:3		
ZNF606	zinc finger protein 606	v4 only	CC:3	ZNF328	FLJ14260, KIAA1852
ZNF610	zinc finger protein 610	v4 only	CC:3		FLJ36040
ZNF611	zinc finger protein 611	v4 only	CC:3		MGC5384
ZNF613	zinc finger protein 613	v4 only	CC:3		FLJ13590
ZNF614	zinc finger protein 614	v4 only	CC:3		FLJ21941
ZNF615	zinc finger protein 615	v4 only	CC:3		FLJ33710
ZNF621	zinc finger protein 621	v4 only	CC:3		FLJ45246
ZNF623	zinc finger protein 623	v4 only	CC:3		KIAA0628
ZNF626	zinc finger protein 626	v4 only	CC:3		
ZNF627	zinc finger protein 627	v4 only	CC:3		FLJ90365
ZNF629	zinc finger protein 629	v4 only	CC:3	ZNF65	KIAA0326
ZNF630	zinc finger protein 630	v4 only	CC:3		BC037316, dJ54B20.2, FLJ20573, MGC138344
ZNF641	zinc finger protein 641	v4 only	CC:3		FLJ31295
ZNF643	zinc finger protein 643	v4 only	CC:3		FLJ34293
ZNF646	zinc finger protein 646	v4 only	CC:3		KIAA0296
ZNF649	zinc finger protein 649	v4 only	CC:3		FLJ12644
ZNF653	zinc finger protein 653	v4 only	CC:3		Zip67
ZNF655	zinc finger protein 655	v4 only	CC:3		VIK-1, VIK
ZNF658	zinc finger protein 658	v4 only	CC:3		MGC35232, DKFZp572C163, FLJ32813
ZNF664	zinc finger protein 664	v4 only	CC:3	ZNF176	ZFOC1, DKFZp761B128
ZNF665	zinc finger protein 665	v4 only	CC:3		FLJ14345
ZNF668	zinc finger protein 668	v4 only	CC:3		FLJ13479
ZNF669	zinc finger protein 669	v4 only	CC:3		FLJ12606
ZNF670	zinc finger protein 670	v4 only	CC:3		MGC12466
ZNF671	zinc finger protein 671	v4 only	CC:3		FLJ23506
ZNF672	zinc finger protein 672	v4 only	CC:3		FLJ22301
ZNF673	zinc finger family member 673	v4 only	CC:3		FLJ20344
ZNF675	zinc finger protein 675	v4 only	CC:3		TIZ, TBZF
ZNF677	zinc finger protein 677	v4 only	CC:3		MGC48625
ZNF681	zinc finger protein 681	v4 only	CC:3		FLJ31526
ZNF682	zinc finger protein 682	v4 only	CC:3		BC39498_3
ZNF683	zinc finger protein 683	v4 only	CC:3		MGC33414
ZNF684	zinc finger protein 684	v4 only	CC:3		MGC27466
ZNF687	zinc finger protein 687	v4 only	CC:3		KIAA1441
ZNF688	zinc finger protein 688	v4 only	CC:3		
ZNF689	zinc finger protein 689	v4 only	CC:3		FLJ90415
ZNF691	zinc finger protein 691	v4 only	CC:3		Zfp691
ZNF692	zinc finger protein 692	v4 only	CC:3		FLJ20531, Zfp692
ZNF695	zinc finger protein 695	v4 only	CC:3		SBZF3
ZNF696	zinc finger protein 696	v4 only	CC:3		FLJ14129
ZNF7	zinc finger protein 7	v4 only	CC:3		KOX4, HF.16
ZNF701	zinc finger protein 701	v4 only	CC:3		FLJ10891
ZNF703	zinc finger protein 703	v4 only	CC:3		FLJ14299, ZNF503L
ZNF706	zinc finger protein 706	v4 only	CC:3		HSPC038
ZNF708	zinc finger protein 708	v4 only	CC:3	ZNF15, ZNF15L1	KOX8
ZNF713	zinc finger protein 713	v4 only	CC:3		FLJ39963
ZNF714	zinc finger protein 714	v4 only	CC:3		
ZNF74	zinc finger protein 74	v4 only	CC:3		Cos52, Zfp520, ZNF520
ZNF746	zinc finger protein 746	v4 only	CC:3		FLJ31413
ZNF75A	zinc finger protein 75a	v4 only	CC:3		FLJ31529
ZNF76	zinc finger protein 76 (expressed in testis)	v4 only	CC:3	D6S229E	Zfp523, ZNF523
ZNF77	zinc finger protein 77	v4 only	CC:3		pT1
ZNF79	zinc finger protein 79	v4 only	CC:3		pT7
ZNF8	zinc finger protein 8	v4 only	CC:3		HF.18, Zfp128
ZNF84	zinc finger protein 84	v4 only	CC:3		HPF2
ZNFX1	zinc finger, NFX1-type containing 1	v4 only	CC:3		KIAA1404, FLJ11277
ZNRD1	zinc ribbon domain containing 1	v4 only	CC:3		hZR14, HTEX-6, tctex-6, RPA12
ZNRF1	zinc and ring finger 1	v4 only	CC:3		nin283, FLJ14846, DKFZp434E229
ZXDB	zinc finger, X-linked, duplicated B	v4 only	CC:3		ZNF905
ZYX	zyxin	v4 only	CC:3		
		symbol obsolete	CC:4	NA	NA
	Apoptotic-related protein PCAR	symbol obsolete	CC:4	NA	NA
	Transcribed locus	symbol obsolete	CC:4	NA	NA
ALF	Stonin 1	symbol obsolete	CC:4	NA	NA
APBA2BP	Amyloid beta (A4) precursor protein-binding, family A, member 2 binding protein	symbol obsolete	CC:4	NA	NA
ASCIZ	ATM/ATR-Substrate Chk2-Interacting Zn2+finger protein	symbol obsolete	CC:4	NA	NA
ATBF1	AT-binding transcription factor 1	symbol obsolete	CC:4	NA	NA
BAPX1	Bagpipe homeobox homolog 1 (Drosophila)	symbol obsolete	CC:4	NA	NA
BHLHB2	basic helix-loop-helix domain containing, class B, 2	symbol obsolete	CC:4	NA	NA
BHLHB2	Basic helix-loop-helix domain containing, class B, 2	symbol obsolete	CC:4	NA	NA
BHLHB3	Basic helix-loop-helix domain containing, class B, 3	symbol obsolete	CC:4	NA	NA
BHLHB3	basic helix-loop-helix domain containing, class B, 3	symbol obsolete	CC:4	NA	NA
BHLHB4	basic helix-loop-helix domain containing, class B, 4	symbol obsolete	CC:4	NA	NA
BHLHB5	Basic helix-loop-helix domain containing, class B, 5	symbol obsolete	CC:4	NA	NA
BHLHB5	basic helix-loop-helix domain containing, class B, 5	symbol obsolete	CC:4	NA	NA
BTBD14A	BTB (POZ) domain containing 14A	symbol obsolete	CC:4	NA	NA
BTBD14B	BTB (POZ) domain containing 14B	symbol obsolete	CC:4	NA	NA
BTBD15	BTB (POZ) domain containing 15	symbol obsolete	CC:4	NA	NA
BTBD4	BTB (POZ) domain containing 4	symbol obsolete	CC:4	NA	NA
BTBD5	BTB (POZ) domain containing 5	symbol obsolete	CC:4	NA	NA
C16orf44	Chromosome 16 open reading frame 44	symbol obsolete	CC:4	NA	NA
C1orf181	Chromosome 1 open reading frame 181	symbol obsolete	CC:4	NA	NA
C1orf2	Chromosome 1 open reading frame 2	symbol obsolete	CC:4	NA	NA
C20orf174	Chromosome 20 open reading frame 174	symbol obsolete	CC:4	NA	NA
CART1	Cartilage paired-class homeoprotein 1	symbol obsolete	CC:4	NA	NA
CCDC88	Coiled-coil domain containing 88	symbol obsolete	CC:4	NA	NA
CECR8	Cat eye syndrome chromosome region, candidate 8	symbol obsolete	CC:4	NA	NA
CHES1	Checkpoint suppressor 1	symbol obsolete	CC:4	NA	NA
CHX10	Ceh-10 homeodomain containing homolog (C. elegans)	symbol obsolete	CC:4	NA	NA
CIR	NA	symbol obsolete	CC:4	NA	NA
CIR	CBF1 interacting corepressor	symbol obsolete	CC:4	NA	NA
CIR	corepressor interacting with RBPJ	symbol obsolete	CC:4	NA	NA
CREBL1	cAMP responsive element binding protein-like 1	symbol obsolete	CC:4	NA	NA
CREBL1	Tenascin XB	symbol obsolete	CC:4	NA	NA
CRKRS	Cdc2-related kinase, arginine/serine-rich	symbol obsolete	CC:4	NA	NA
CRSP2	Cofactor required for Sp1 transcriptional activation, subunit 2, 150kDa	symbol obsolete	CC:4	NA	NA
CRSP3	Cofactor required for Sp1 transcriptional activation, subunit 3, 130kDa	symbol obsolete	CC:4	NA	NA
CRSP6	Cofactor required for Sp1 transcriptional activation, subunit 6, 77kDa	symbol obsolete	CC:4	NA	NA
CRSP7	Cofactor required for Sp1 transcriptional activation, subunit 7, 70kDa	symbol obsolete	CC:4	NA	NA
CRSP8	Cofactor required for Sp1 transcriptional activation, subunit 8, 34kDa	symbol obsolete	CC:4	NA	NA
CRSP9	Cofactor required for Sp1 transcriptional activation, subunit 9, 33kDa	symbol obsolete	CC:4	NA	NA
CUTL1	Cut-like 1, CCAAT displacement protein (Drosophila)	symbol obsolete	CC:4	NA	NA
CUTL2	Cut-like 2 (Drosophila)	symbol obsolete	CC:4	NA	NA
CXorf6	Chromosome X open reading frame 6	symbol obsolete	CC:4	NA	NA
DKFZP434B0335	DKFZP434B0335 protein	symbol obsolete	CC:4	NA	NA
DKFZP686P18101	Similar to TFIIH basal transcription factor complex p44 subunit (Basic transcription factor 2 44 kDa subunit) (BTF2-p44) (General transcription factor IIH polypeptide 2)	symbol obsolete	CC:4	NA	NA
DKFZp762I137	Hypothetical protein DKFZp762I137	symbol obsolete	CC:4	NA	NA
DSCR1	Down syndrome critical region gene 1	symbol obsolete	CC:4	NA	NA
EBF	Early B-cell factor	symbol obsolete	CC:4	NA	NA
EVI1	Ecotropic viral integration site 1	symbol obsolete	CC:4	NA	NA
FALZ	Fetal Alzheimer antigen	symbol obsolete	CC:4	NA	NA
FKHL18	Forkhead-like 18 (Drosophila)	symbol obsolete	CC:4	NA	NA
FLJ12700	Hypothetical protein FLJ12700	symbol obsolete	CC:4	NA	NA
FLJ14768	Hypothetical protein FLJ14768	symbol obsolete	CC:4	NA	NA
FLJ20582	Hypothetical protein FLJ20582	symbol obsolete	CC:4	NA	NA
FLJ23436	Hypothetical protein FLJ23436	symbol obsolete	CC:4	NA	NA
FLJ25169	Hypothetical protein FLJ25169	symbol obsolete	CC:4	NA	NA
FLJ25476	FLJ25476 protein	symbol obsolete	CC:4	NA	NA
FLJ31875	Hypothetical protein FLJ31875	symbol obsolete	CC:4	NA	NA
FLJ32130	Hypothetical protein FLJ32130	symbol obsolete	CC:4	NA	NA
FLJ38969	Hypothetical protein FLJ38969	symbol obsolete	CC:4	NA	NA
FLJ90396	Hypothetical protein LOC163049	symbol obsolete	CC:4	NA	NA
FOXG1B	Forkhead box G1B	symbol obsolete	CC:4	NA	NA
FOXO1A	Forkhead box O1A (rhabdomyosarcoma)	symbol obsolete	CC:4	NA	NA
FOXO3A	Forkhead box O3A	symbol obsolete	CC:4	NA	NA
FREQ	Frequenin homolog (Drosophila)	symbol obsolete	CC:4	NA	NA
GCN5L2	GCN5 general control of amino-acid synthesis 5-like 2 (yeast)	symbol obsolete	CC:4	NA	NA
GIOT-1	Gonadotropin inducible transcription repressor 1	symbol obsolete	CC:4	NA	NA
GSCL	Goosecoid-like	symbol obsolete	CC:4	NA	NA
GSH1	GS homeobox 1	symbol obsolete	CC:4	NA	NA
GSH2	GS homeobox 2	symbol obsolete	CC:4	NA	NA
GTL3	Gene trap locus 3 (mouse)	symbol obsolete	CC:4	NA	NA
HBXAP	Remodeling and spacing factor 1	symbol obsolete	CC:4	NA	NA
HD	Huntingtin (Huntington disease)	symbol obsolete	CC:4	NA	NA
HDAC7A	Histone deacetylase 7A	symbol obsolete	CC:4	NA	NA
HKR3	GLI-Kruppel family member HKR3	symbol obsolete	CC:4	NA	NA
HLX1	H2.0-like homeobox 1 (Drosophila)	symbol obsolete	CC:4	NA	NA
HLXB9	Homeobox HB9	symbol obsolete	CC:4	NA	NA
HNRPA0	Heterogeneous nuclear ribonucleoprotein A0	symbol obsolete	CC:4	NA	NA
HNRPD	Heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	symbol obsolete	CC:4	NA	NA
HOP	Homeodomain-only protein	symbol obsolete	CC:4	NA	NA
HS747E2A	Hypothetical protein HS747E2A	symbol obsolete	CC:4	NA	NA
HSZFP36	ZFP-36 for a zinc finger protein	symbol obsolete	CC:4	NA	NA
HTATIP	HIV-1 Tat interacting protein, 60kDa	symbol obsolete	CC:4	NA	NA
HTLF	Human T-cell leukemia virus enhancer factor	symbol obsolete	CC:4	NA	NA
IPF1	Insulin promoter factor 1, homeodomain transcription factor	symbol obsolete	CC:4	NA	NA
ISGF3G	Interferon-stimulated transcription factor 3, gamma 48kDa	symbol obsolete	CC:4	NA	NA
JARID1A	jumonji, AT rich interactive domain 1A	symbol obsolete	CC:4	NA	NA
JARID1A	Jumonji, AT rich interactive domain 1A (RBBP2-like)	symbol obsolete	CC:4	NA	NA
JARID1B	jumonji, AT rich interactive domain 1B	symbol obsolete	CC:4	NA	NA
JARID1B	Jumonji, AT rich interactive domain 1B (RBP2-like)	symbol obsolete	CC:4	NA	NA
JMJD1A	Jumonji domain containing 1A	symbol obsolete	CC:4	NA	NA
JMJD1B	Jumonji domain containing 1B	symbol obsolete	CC:4	NA	NA
JMJD2A	jumonji domain containing 2A	symbol obsolete	CC:4	NA	NA
JMJD2B	Jumonji domain containing 2B	symbol obsolete	CC:4	NA	NA
JMJD2C	Jumonji domain containing 2C	symbol obsolete	CC:4	NA	NA
JMJD2D	Jumonji domain containing 2D	symbol obsolete	CC:4	NA	NA
KIAA0194	KIAA0194 protein	symbol obsolete	CC:4	NA	NA
KIAA1285	KIAA1285 protein	symbol obsolete	CC:4	NA	NA
KIAA1542	CTD-binding SR-like protein rA9	symbol obsolete	CC:4	NA	NA
KIAA1618	KIAA1618	symbol obsolete	CC:4	NA	NA
KIAA1815	KIAA1815	symbol obsolete	CC:4	NA	NA
KIAA1856	KIAA1856 protein	symbol obsolete	CC:4	NA	NA
KIAA1862	KIAA1862 protein	symbol obsolete	CC:4	NA	NA
LMO6	LIM domain only 6	symbol obsolete	CC:4	NA	NA
LOC125893	Hypothetical protein LOC125893	symbol obsolete	CC:4	NA	NA
LOC132241	Hypothetical protein LOC132241	symbol obsolete	CC:4	NA	NA
LOC147808	Similar to zinc finger protein	symbol obsolete	CC:4	NA	NA
LOC152485	Hypothetical protein LOC152485	symbol obsolete	CC:4	NA	NA
LOC168850	Hypothetical protein LOC168850	symbol obsolete	CC:4	NA	NA
LOC285346	Hypothetical protein LOC285346	symbol obsolete	CC:4	NA	NA
LOC388519	Similar to 40S ribosomal protein S16	symbol obsolete	CC:4	NA	NA
LOC401898	Similar to hypothetical protein FLJ38281	symbol obsolete	CC:4	NA	NA
LOC51333	Mesenchymal stem cell protein DSC43	symbol obsolete	CC:4	NA	NA
LOC643641	Hypothetical protein LOC643641	symbol obsolete	CC:4	NA	NA
LOC646906	Similar to Zinc finger protein 254 (Bone marrow zinc finger 5) (BMZF-5) (Hematopoietic cell derived zinc finger protein 1) (HD-ZNF1)	symbol obsolete	CC:4	NA	NA
LOC730394	NA	symbol obsolete	CC:4	NA	NA
LOC90321	Hypothetical protein LOC90321	symbol obsolete	CC:4	NA	NA
M-RIP	Myosin phosphatase-Rho interacting protein	symbol obsolete	CC:4	NA	NA
MCFP	Mitochondrial carrier family protein	symbol obsolete	CC:4	NA	NA
MDS032	Uncharacterized hematopoietic stem/progenitor cells protein MDS032	symbol obsolete	CC:4	NA	NA
MDS1	myelodysplasia syndrome 1	symbol obsolete	CC:4	NA	NA
MGC13138	Hypothetical protein MGC13138	symbol obsolete	CC:4	NA	NA
MGC4618	Hypothetical protein MGC4618	symbol obsolete	CC:4	NA	NA
MGC4728	Similar to hypothetical protein FLJ23233	symbol obsolete	CC:4	NA	NA
MICAL-L1	MICAL-like 1	symbol obsolete	CC:4	NA	NA
MLLT7	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 7	symbol obsolete	CC:4	NA	NA
MSL3L1	male-specific lethal 3-like 1 (Drosophila)	symbol obsolete	CC:4	NA	NA
MSX2P	Msh homeobox homolog 2 (Drosophila) pseudogene	symbol obsolete	CC:4	NA	NA
NSBP1	nucleosomal binding protein 1	symbol obsolete	CC:4	NA	NA
OTEX	Paired-like homeobox protein OTEX	symbol obsolete	CC:4	NA	NA
PCAF	P300/CBP-associated factor	symbol obsolete	CC:4	NA	NA
PCQAP	PC2 (positive cofactor 2, multiprotein complex) glutamine/Q-rich-associated protein	symbol obsolete	CC:4	NA	NA
POU5F1P1	POU class 5 homeobox 1 pseudogene 1	symbol obsolete	CC:4	NA	NA
PPARBP	PPAR binding protein	symbol obsolete	CC:4	NA	NA
PRKCBP1	Protein kinase C binding protein 1	symbol obsolete	CC:4	NA	NA
RAXL1	Retina and anterior neural fold homeobox like 1	symbol obsolete	CC:4	NA	NA
RAXLX	RAX-like homeobox	symbol obsolete	CC:4	NA	NA
RBPSUH	Recombining binding protein suppressor of hairless (Drosophila)	symbol obsolete	CC:4	NA	NA
RBPSUHL	Recombining binding protein suppressor of hairless (Drosophila)-like	symbol obsolete	CC:4	NA	NA
RCV1	Recoverin	symbol obsolete	CC:4	NA	NA
