#symbol	mEpi_Sorted_d0	mEpi_d1	mEpi_d2	mEpi_d3	mEpi_d4	mEpi_d5	mEpi_d6	mEpi_d7	mEpi_d8	mEpi_d10	mEpi_d12	mEpi_d14	mEpi_d16	mEpi_d18	mEpi_d20	mEpi_d21
Lhx2	5	6.92	18.84	10.25	18.87	30.67	14.55	13.44	5.08	14.18	5.78	10.13	3.19	4.67	8.56	5.06
Lhx3	0	0	0	0	1.25	1.72	2.25	0	0	2.83	2.02	4.53	0	0	0	0.46
Lhx4	0	0	0	0	4.11	6.64	14.84	16.28	15.97	16.78	3.72	6.65	5.19	4.09	2.36	2.19
Lhx5	4.93	11.34	11.12	6.82	27.69	48.06	105.45	134.66	134.94	104.82	61.67	22.6	21.57	12.09	11.01	7.48
Lhx6	0.23	0	1.4	0.7	0.29	1.2	0	3.35	1.74	5.75	7.98	31.16	10.42	4.15	3.46	8.04
Lhx8	0	0	0.45	0	0	0.49	0	0	0	0	2.28	0.73	2.56	0	0	0
Lhx9	0.55	3.23	2.15	0	5.29	4.62	8.22	6.11	8.03	5.32	0.9	10.42	1.82	2.67	8.21	3.72
Lias	32.48	18.38	31.36	39	26.64	30.32	30.93	39.59	57.96	29.5	32.16	25.86	30.93	27.74	31.51	16.27
Lif	2.51	3.52	4.45	5.45	5.34	3.75	0	0.68	0	2.63	0.78	4.53	2.64	2.32	4.94	6.75
Lifr	36.64	18.41	144.66	73.45	78.35	66.21	33.9	39.89	28.89	45.31	47.09	44.51	34.12	38.87	38.58	46.48
Lig1	221.98	191.73	177.2	209.13	212.67	163.03	135.42	93.46	39.79	42.72	67.58	44.19	48.17	39.67	36.81	27.24
Lig3	79.8	64.76	74.38	74.81	62.85	67.35	68.41	62.17	49.11	44.8	46.41	38.23	37.01	36.52	37.27	26.62
Lig4	7.75	13.31	10.24	7.39	15.13	13.57	12.85	18.42	12.2	20.61	12.77	15.47	7.87	8.86	7.29	5.52
Lilra5	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lilra6	0	0.74	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0
Lilrb4	0	7.2	2	0	0.68	0	0	0	0	0	0	0	0	0	0	0
Lim2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lima1	34.86	53.17	66.37	37.24	85.74	85.84	14.35	23.02	25.05	24.11	23.94	38.8	41.8	39.75	40.81	75.9
Limch1	13.38	2.46	14.5	16.47	26.08	41.65	28.89	33.79	13.46	42.18	49.43	51.94	46.72	68.71	50.63	58.07
Limd1	36.87	34.5	53.33	49.22	61.14	51.73	66.37	44.9	23.02	19.4	17.18	24.44	17.79	17.63	16.58	36.95
Limd2	41.58	32.67	25.1	31.49	41.04	30.17	29.27	36.63	31.56	17.49	18.21	11.21	9.55	8.39	13.89	7.87
Lime1	9.41	6.86	5.48	3.44	10.89	11.28	7.7	18.09	25	14.83	19.13	6.64	7.22	6.8	2.83	4.74
Limk1	6.77	12.34	25.2	17.49	28.88	33.95	49.67	71.69	69.32	57.87	43.98	36.33	38.12	42.54	38.87	36.75
Limk2	55.12	50.92	80.32	47.41	83.52	105.88	90.83	124.75	123.41	132.26	125.95	93.95	83.78	73.88	59.79	86.29
Lims1	68.48	108.01	95.36	93.1	81.12	69.04	62.6	52.51	58.77	64.67	61.98	75.99	61.94	53.28	51.56	58.72
Lims2	0.5	1.06	2.66	0	1.1	1.71	0	0	0	1.5	12.46	3.43	14.4	4.74	5.93	3.67
Lin28a	1004.04	2227.65	2266.78	2170.98	338.19	221.39	107.69	52.78	9.79	2.87	0.85	2.46	0.86	0.76	0.31	0.88
Lin28b	80.98	99.59	168.85	141.11	91.68	58.57	44.32	18.47	6.54	8.07	10.21	4.09	4.04	3.75	3.26	0.38
Lin37	4.25	10.91	9.08	12.53	13.17	13.64	11.47	5.83	7.9	25.62	9.12	19.04	12.3	13.51	14.63	8.37
Lin52	5.08	9.6	13.35	9.95	16.42	26.41	21.08	22.76	21.26	26.49	23.04	22.21	24.48	24.41	16.54	24.99
Lin54	27.72	36.19	31.49	49.13	34.15	26.33	38.41	27.56	25.58	21.58	16.39	18.69	16.01	15.94	21.35	12.94
Lin7a	0	0.3	0.48	0	2.21	13	26.62	33.59	55.62	77.67	40.36	34.24	32.24	39.82	41.26	30.82
Lin7b	2.33	0	0	0	0	0	0	2.66	0	10.53	16.66	38.13	33.69	37.01	47.79	45.85
Lin7c	196.68	242.37	241.67	245.22	217.93	272.71	345.16	395.15	562.56	554.47	513.77	447.16	447.38	410.81	300.82	286.93
Lin9	29.57	25.06	23.25	27.89	27.13	23.21	42.33	29.83	17.42	12.2	5.5	13.02	8.07	10.94	5.91	8.62
Lingo1	2.02	0	3.24	1.7	4.2	10.74	19.73	30.37	36.3	53.03	50.24	46.67	44.86	57.12	37.19	28.03
Lingo2	0	0	0.25	0	0	0.99	2.6	2.79	4.94	14.34	25.91	27.23	16.35	18.44	20.21	17.04
Lingo3	0.24	0	1.3	3.58	0	0	0	0.28	0	5.12	1.3	5.86	9.08	11.32	6.43	5.08
Lingo4	0.46	0.24	0	0.31	0.51	1.31	0	0	1.82	0.34	1.64	0.79	0	1.7	0.61	2.81
Lins	7.68	6.23	6.27	5.97	6.32	8.73	10.17	10.51	3.16	7.07	8.24	7.38	5.16	4.37	2.1	5.47
Lipa	13.51	29.76	23.42	30.94	20.84	24.17	22.79	12.87	16.45	17.37	29.7	31.53	25.45	20.88	22.36	33.56
Lipc	0	0	0	0	0	0	0	0	0	0	0	2.26	0	0.93	0	0
Lipe	1.29	6.37	0.34	1.69	2.29	2.88	5.44	3.23	0	4.29	1.69	7.59	4.06	2.74	4.11	4.26
Lipf	0	0	0	0	0	0	0	0	0	0	0	1.03	0	0	0	0
Lipg	2.86	5.65	40.89	42.76	19.72	19.17	16.49	5.53	18.12	24.21	25.57	15.92	9.81	5.36	0.87	1.62
Liph	2.89	0	2.32	1.56	1.62	0	2.31	0	0	0	2.02	0.78	0	1.72	0.89	0.55
Lipi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lipk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lipm	0	0	0	0	0	0	0	1.06	0	0	0	0	0	0	0	0
Lipn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lipo1	4.12	8.49	8.8	3.55	4.88	6.07	19.89	9.63	18.75	8.42	9.35	9.63	11.15	13.09	8.57	7.63
Lipt1	4.74	7.1	3.38	12.71	5.25	6.88	5.69	1.71	0.44	4.76	4.52	1.09	3.05	5.69	2.93	3.11
Lipt2	2.52	7.02	8.63	1.35	4.47	5.21	12.87	7.5	22.81	3.05	3.61	3.48	7.31	4.28	5.35	0
Litaf	53.16	33.63	69.59	70.27	62.57	56.23	94.32	36.35	23.87	10.72	6.03	7.1	13.54	8.33	12.89	8.29
Lix1	69.2	85	339.24	316.63	258.34	164.45	59.02	40.2	30.51	12.77	28.66	53.89	33.54	63.05	72.72	78.22
Lix1l	36.3	28.5	58	56.71	82.58	79.44	120.38	100.88	85.84	90.5	58.98	75.78	91.58	62.83	53.37	63.14
Llgl1	36.75	48.82	56.63	66.91	79.22	76.52	101.24	66.77	62.7	40.24	33.21	27.01	36.39	36.08	42.77	28.33
Llgl2	11.97	11.04	12.29	9.44	3.9	4.04	1.06	0.54	0	0.71	0	0.4	0.57	0.5	0.93	1.44
Llph	91.16	89.35	73.63	37.35	57.6	41.19	52.77	39.26	22.4	32.05	47.15	46.76	65.42	76.38	66.98	80.31
Lman1	206.27	231.07	195.16	186.75	144.1	172.81	137.16	142.72	146.02	183.41	160.55	182.45	148.41	192.79	131.09	175.31
Lman1l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lman2	56.13	64.37	86.76	78.88	95.44	87.59	71.16	62.83	50.22	51.76	45.88	56.85	60.23	54.99	49.04	66.95
Lman2l	26.4	14.78	18.46	11.92	17.21	36.22	23.69	28.21	32.13	32	40.17	39.98	40.47	36.35	32.26	52.25
Lmbr1	4.23	4.52	8.67	5.67	11.6	12.99	11.41	22.61	28.52	36.45	39.31	35.06	38.33	34.76	38.28	26.01
Lmbr1l	10.91	12.06	10.1	12.19	16.1	14.18	36.54	24.94	6.76	12.06	7.15	13.79	6.58	3.85	11.56	1.34
Lmbrd1	21.08	24.19	28.21	41.03	23.36	24.75	25.9	31.38	39.81	55.65	60.01	67.93	79.31	82.72	103.22	100.57
Lmbrd2	56.9	38.55	32.51	26.83	30.86	38.91	41.14	46.65	31.44	66.58	69.82	55.98	63.89	56.99	54.42	48.08
Lmcd1	2.43	1.04	0.52	1.3	0.54	2.23	2.18	2.77	9.67	3.66	5.21	23.42	16.38	15.94	15.42	8.36
Lmf1	12.19	12.07	15.43	13.92	11.49	5.69	15.57	12.38	16.19	10.89	14.53	17.11	8.14	11.48	17.33	20.01
Lmf2	19.24	23.01	22.4	15.4	26.38	27.33	21.97	22.65	7.63	12.12	14.38	19.8	14.89	12.78	14.83	13.08
Lmln	13.27	3.91	3.94	7.62	4.95	4.67	7.76	7.02	1.26	6.13	6.42	5.14	2.77	6.17	3.58	4.83
Lmna	53.65	77.13	96.59	26.12	43.12	37.07	9.32	13.26	2.91	37.14	50.91	50.95	63.98	62.4	89.46	86.22
Lmnb1	606.87	824.29	755.69	627.46	764.05	785.45	717.67	711.11	344.01	337.83	246.82	182.19	135.61	122.9	75.81	92.88
Lmnb2	57.88	61.12	67.66	67.02	82.69	76.3	57.13	62.2	39.76	36.18	26.55	28.14	27.15	22.54	20.64	16.14
Lmo1	4.74	0	0.84	1.06	6.13	21.76	58.09	50.6	35.7	28.6	25.45	24.53	33.37	29.32	27.22	13.62
Lmo2	15.95	1.18	0.59	0	2.43	1.89	19.79	25.77	15.34	30.68	8.85	22.75	5.31	14.13	11.65	8.12
Lmo3	0	0	2.43	3.96	5.05	5.74	12.92	16.11	25.68	53.48	55.31	39.19	30.94	27.47	12.34	19.31
Lmo4	14.09	36.41	63.73	63.87	72.31	50.6	87.53	72.29	81.84	87.62	74.76	96.33	87.74	69.86	62.09	92.6
Lmo7	2.86	10.8	2.19	3.11	6.34	3.28	0	0.62	0.18	3.08	2.68	4.7	4.77	5.64	3.79	9.57
Lmod1	0.84	6.99	7.66	2.26	3.04	8.95	0	0	0	1.59	0.75	2.91	1.27	2.46	4.75	5.71
Lmod2	2.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmod3	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
Lmtk2	26.8	28.9	23.67	18.93	21.63	24.52	24.09	25.96	23.51	39.95	36.33	22.75	24.92	27.32	24.66	26.7
Lmtk3	7.61	4.07	6.1	1.39	7.85	17.26	28.29	38.17	26.44	63.66	65.93	35.5	35.06	50.8	36.66	45.58
Lmx1a	6.15	3.47	4.27	2.01	1.98	4.57	7.1	13.68	7.95	10.52	5.08	7.31	10.95	6.87	8.58	6.75
Lmx1b	1.56	3.53	0.56	0	0.77	4.58	4.95	14.09	9.46	23.83	12.42	11.67	12.78	12.37	6.21	10.9
Lnp	45.61	46.9	49.29	53.54	37.29	49.68	85.77	80.8	76.97	89.33	102.37	68.84	46.27	52.54	44.06	36.14
Lnpep	33.06	37.94	36.01	29.91	30.91	44.35	32.01	35.59	35.61	42.1	45.07	39.02	31.94	38.27	32.94	40.7
Lnx1	0.73	1.17	0	1.46	0	0	0	0	0	1.65	2.6	26.34	14.92	17.35	13.97	20.21
Lnx2	8.23	9.18	11.7	8.08	11.52	20.73	1.37	4.38	3.88	4.68	0.98	5.35	4.4	4.83	7.74	11.91
Loh12cr1	8.58	2.04	5.98	8.25	16.35	6.42	11.43	19.06	17.09	20.12	12.01	14.47	13.79	14.14	15.77	7.62
Lonp1	94.06	94.58	104.41	91.57	115.03	106.57	75.18	84.01	63.97	72.62	71.53	63.59	74.04	85.36	88.38	87.01
Lonp2	29.77	23.72	37.11	32.48	46.2	53.9	56.46	59.04	92.66	73.49	62.64	78.23	72.5	74.23	95.84	94.16
Lonrf1	31.13	23.12	31.56	40.99	20.74	25.74	34.39	33.99	21.73	39.2	41.22	28.83	30	32.6	23.04	23.96
Lonrf2	0.16	1.4	6.13	1.32	21.03	20.1	30.22	51.44	68.98	145.46	172.56	124.52	112.8	139.9	97.17	98.79
Lonrf3	0.86	0	3.06	0	1.91	1.97	0.86	4.59	1.9	0.86	2.05	0.49	4.15	4.25	5.31	5.65
Lor	1.89	0	0	0	0	0	0	0	3.77	0	0	0	0	0	0	0
Lox	4.86	16.57	23.96	9.61	40.95	79	0.35	6.34	12.59	35.55	62.44	148.65	127.42	61.74	71.33	147.7
Loxhd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0
Loxl1	9.49	9.62	18.95	9.04	16.59	21.48	1.5	0.86	7.3	4.9	4.47	7.75	9.04	9.26	11.57	15.03
Loxl2	64.32	86.34	193.19	127.76	148.18	193.28	34.4	34.41	29.33	76.5	48.04	74.49	85.08	65.71	71.19	103.73
Loxl3	8.53	5	8.03	4.09	5.4	11.65	3.35	1.63	0	3.37	2.87	8.41	5.39	7.75	11.03	14.25
Loxl4	4.68	2.86	1.19	0	1.23	1.53	0	0	0	2.35	0.8	1.15	1.07	0.47	1.48	3.84
Lpar1	20.47	16.42	22.39	22.87	42.07	39.95	8.77	13.37	12.3	31.96	84.98	106.68	135.45	124.41	153.57	151.59
Lpar2	16.04	16.22	14.64	11.34	10.33	8.53	8.53	5.83	5.62	8.57	5.75	5.28	3.16	2.94	2.12	2.69
Lpar3	2.69	0	4.42	3.64	2.6	0.38	0	0.38	2.23	3.56	0.62	2.31	5.25	4.26	3.99	1.65
Lpar4	42.24	169.31	168.3	129.3	65.66	49.1	32.11	17.51	34.7	20.14	8.43	14.9	11.13	12.28	10.66	12.09
Lpar5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpar6	75.18	120.24	89.73	46.77	37.49	42.72	35.55	14.71	18	19.91	7.87	7.59	3.27	3.95	1.79	3.33
Lpcat1	42.62	53.83	91.31	97.57	81.05	56.93	60.86	53.64	59.33	59.13	66.9	66.43	63.96	66.07	69.04	73.67
Lpcat2	0.89	2.23	5.1	4.8	7.92	8.21	2.24	0	0	6.74	4.27	8.74	13.3	13.27	14.61	12.11
Lpcat2b	1.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpcat3	42.91	50.99	39.57	41.79	48.3	21.03	27.5	28.5	25.33	46.99	45.91	44.25	45.11	45.47	42.25	54.17
Lpcat4	10.3	8.61	8.25	9.37	5.29	5.06	3.86	8.41	4.88	7.21	9.86	8.24	11.53	10.52	18.01	8.15
Lpgat1	34.33	24.07	18.53	11.54	50.03	61.92	59.8	59.04	44.23	87.07	101.87	54.65	49.17	52.74	54.16	45.22
Lphn1	52.7	22.57	36.64	35.94	25.94	27.92	49.15	62.05	46.91	105.4	107.98	88.68	70.97	84.2	75.78	90.81
Lphn2	126.73	144.65	152.86	117.58	140.09	95.1	56.87	55.63	40.13	50.51	54.52	40.47	32.45	26.77	22.54	25.18
Lphn3	0.87	1.86	8.62	2	18	22.35	30.91	36.19	31.83	88.73	106.37	82.87	73.82	92.11	59.35	66.33
Lpin1	4.31	4.12	10.5	7.99	9.89	13.32	9.83	16.17	8.9	12.13	21.67	16.81	19.58	15.78	18.74	18.69
Lpin2	15.23	12.64	13.47	17.93	27.69	19	25.7	22.11	14.86	20.15	32.04	24.74	29.39	28.11	38.1	33.79
Lpin3	3.4	2.05	0	0	0.27	0	0	0	0	0	0	0	0.29	0.26	2.23	1.48
Lpl	10.58	25.38	14.99	33.35	8.39	6.48	10.58	12.88	9.85	1.65	2.21	6.51	3.59	5.16	10.75	6.5
Lpo	0	0.31	0	0	0	0.65	0	0	0	0	1.02	0	0	3.02	0	0
Lpp	45.55	49.96	56.5	13.37	16.87	15.94	2.79	2.8	5.63	3.82	5.88	7.46	8.45	5.62	7.86	12.61
Lpxn	0	0.54	0	0	0	0	0	0	0	0	0	0	3.63	0	3.32	0.62
Lrat	0	0	0	0.42	0	0.18	0	0	0.41	0.94	2.76	1.87	0.75	2.78	3.5	2.68
Lrba	14.94	8.17	8.97	14.18	7.53	12.03	13.47	14.39	11.71	11.9	8.11	15.05	10.13	12.46	12.23	16.74
Lrch1	9.72	6.05	5.1	3.32	4.5	7.3	9.54	8.49	7.05	14.39	19.6	10.97	16.63	24.35	18.73	14.8
Lrch2	27.67	41.86	44.34	49.99	47.25	44.88	68.31	82.72	117.88	98.69	81.47	70.08	51.88	44.88	33.29	27.62
Lrch3	36.79	19.43	27.59	21.34	23.6	25.64	31.02	27.97	26.33	26.26	29.27	26.92	19.01	30.08	21.87	25.88
Lrch4	22.73	14.78	16.59	9.14	22.64	28.59	32.38	21.68	13.59	15.53	12.6	11.68	8.5	10.04	12.54	8.39
Lrcol1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrdd	6.62	8.93	8.92	7.72	7.65	13.2	3.02	3.29	0.38	2.6	0.51	0.99	3.12	1.22	0	0.71
Lrfn1	7.27	11.27	8.54	16.35	9.25	10	14.17	35.73	4.35	36.17	48.76	30.08	21.04	24.27	39.47	30.42
Lrfn2	0	0	0	0	0	0.3	5.47	3.57	0	6.28	6.52	7.63	7.54	11.87	5.17	8.66
Lrfn3	1.75	6.24	7.17	12.52	11.63	8.36	14	25.68	24.42	15.83	20.87	16.6	16.18	17.93	10.82	25.14
Lrfn4	9.44	10.4	14.36	16.1	9.81	13.12	16.73	24.84	24.69	21.13	30.69	17.25	12.42	19.09	20.07	18.66
Lrfn5	0	0	0.4	0.25	0.63	0.43	1.98	6.9	21.31	31.86	59.07	46.52	43.24	41.2	32.98	27.64
Lrg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrguk	3.27	2.33	2.62	2.56	0.3	0.94	0	0.94	0	1.23	2.93	9.87	9.87	13.59	14.45	16.45
Lrif1	14.63	29.35	14.66	20.84	21.09	8.39	15.09	14.63	36.46	30.21	14.72	14.37	19.13	8.72	4.6	11.16
Lrig1	39.65	27.85	49.36	52.7	37.37	56.83	62.48	46.83	33.25	64.58	82.03	104.84	107.57	101.65	124.57	122.82
Lrig2	12.03	9.37	16.22	23.8	23.66	23.84	32.58	36.98	41.73	42.26	29.45	30	27.89	20.79	17.17	22.86
Lrig3	118.83	41.78	61.06	54.57	30.95	40.08	11.41	10.57	4.37	6.2	7.72	13.11	13.39	6.97	8.17	12.65
Lrit1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrit2	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0
Lrit3	0	0	0	0	0	0	0	1.71	0	0	0	0	0	0	0	0
Lrmp	0.36	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0.44
Lrp1	54.01	35.26	37.3	18.81	28.72	56.57	26.39	38.38	14.87	49.62	56.17	50.29	54.53	59.36	58.77	77.64
Lrp10	14.66	8.69	6.14	7.97	14.26	13.18	10.1	8.15	5.79	17.33	8.15	15.03	16.49	19.32	23.61	36.34
Lrp11	26.59	22.64	13.41	13.86	5.45	6.49	11.81	15.19	20.28	30.06	51.08	46.25	53.44	49.83	74.98	66.67
Lrp12	21.35	18.27	23.68	25.35	55.81	53.62	74.7	82.96	77.24	90.73	67.64	55.37	46.58	39.43	18.58	33.03
Lrp1b	0	0	0	0	0	0.58	0.61	1.34	1.35	6.22	11.39	7.55	6.14	7.34	8.37	7.65
Lrp2	95.07	253.48	257.17	124.87	54.9	38.24	5.95	8.7	6.7	14.23	14.19	13.03	7.24	6.42	8.24	7.66
Lrp2bp	0	0	0	0	0	0	0	0	0	1.1	0	0.84	0.29	1.29	0.65	3
Lrp3	7.67	10.64	21.69	15.83	25.43	28.98	45.99	32.92	39.08	36.86	38.91	31.79	20.74	22.61	20.3	15.3
Lrp4	20.74	15.57	27.98	16.71	21.91	21.26	2.67	5.15	3.2	6.47	10.49	11.01	15.54	20.31	22.19	27.98
Lrp5	47.37	37.57	35.98	31.11	26.22	32.46	14.74	16.02	5.35	6.32	8.65	10.83	12.63	11.78	12.8	16.66
Lrp6	67.05	46.9	71.73	49.4	56.47	54.75	49.42	47.58	23.06	34.99	40.99	40.16	32.58	30.79	24.63	43.29
Lrp8	26.18	18.04	69.39	48.63	81	78.13	61.97	95.9	123.19	157.41	142.74	122.28	94.38	101.62	96.06	95.12
Lrpap1	59.4	43.25	23.84	19.07	33.34	47.97	48.1	62.15	49.27	66.01	58.36	83.16	103.92	124.42	138.1	144.51
Lrpprc	176.5	121.89	91.54	115.74	90.23	82.82	91.02	92.33	64.58	69.65	107.66	89.75	65.45	74.68	49.25	61.04
Lrr1	5.04	7.79	13.77	10.52	8.68	3.21	5.88	1.92	0	0.84	1	0	0	0	2.97	2.07
Lrrc1	26.04	18.34	29.52	27.29	21.8	23.67	23.82	18.15	5.91	13.41	11.36	19.16	18.38	26.25	12.39	23.85
Lrrc10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc10b	8.36	2.49	1.69	0	2.85	3.01	3.24	1.61	5.46	8.4	12.12	5.57	5.71	11.95	16.25	21.64
Lrrc14	12.07	11.35	15.25	11.28	9.72	20.14	7.68	7.11	10.69	8.83	11.13	13.88	10.15	8.14	7.27	12.61
Lrrc14b	2.53	0	2.74	3.97	0.31	1.94	0	1.22	0	0	0	1.05	0	0.33	0	1.12
Lrrc15	0.47	0.67	0.33	0.42	1.21	0.72	0	0	0	0	0	1.89	0.19	0	0	0
Lrrc16a	17.17	12.66	11.22	8.94	8.31	10.32	10.75	8.19	8.2	22.88	21.47	34.49	28.35	37.64	40.18	38.17
Lrrc16b	2.73	0.39	3.3	2.68	7.44	10.83	26.7	23.46	24.86	27.66	35.74	19.1	21.69	30.23	27.9	18.66
Lrrc17	6.82	5.69	4.91	14.52	14.81	11.4	5.77	14.81	4.54	26.55	28.76	58.07	51.62	42.21	110	94.9
Lrrc18	2.06	0	0	0	0	0	0	0	0	0	0	0	1.17	5.81	0.85	8.44
Lrrc19	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc2	3.79	1	0.48	5.49	1.63	0.26	0.47	2.45	0.25	0	0.75	0.81	0	2.94	3.04	2.85
Lrrc20	4.32	3.08	4.27	8.85	10.24	9.53	16.26	7.67	1.88	11.21	7.09	6.95	5	1.69	1.69	1.96
Lrrc23	1.72	1.22	1.22	3.07	0	0.66	0	0	4.56	5.18	8.19	25.65	48.24	69.76	100.05	130.37
Lrrc24	0	0	0	2.95	0	4.04	1.32	2.52	7.6	5.37	6.3	9.87	8.49	16.8	13.99	19.93
Lrrc25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc27	0.5	2.54	0.85	3.72	9.34	1.82	5.95	2.26	6.84	0.75	1.78	5.13	11.49	3.36	14.46	3.05
Lrrc28	11.12	8.84	11.51	6.12	7.89	9.15	12.4	20.04	23.48	20.2	6.12	16.22	7.56	10.88	4.53	7.37
Lrrc29	2.18	0.47	0.47	0.58	0.48	1	1.31	1.99	4.06	0.66	0	0.75	0	0	1.73	0.54
Lrrc3	10.92	11.45	7.76	8.1	5.57	8.82	7.35	9.39	17.63	30.49	33.42	28.39	23.76	31.62	26.35	27.83
Lrrc30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc32	1.09	0.47	1.17	1.46	1.21	1	0	0	0	2.96	1.95	2.85	4.74	3.24	4.91	10.74
Lrrc34	3.1	0.95	1.42	3.57	0.49	0	0	0	0	4.68	0	13.75	7.48	24.9	14.68	31.65
Lrrc36	1.21	2.58	1.29	0.93	0	0	0	1.38	0	0	0	1.29	0	5.12	2.67	5.95
Lrrc38	0	0	0	0	0	0	0	0	0	0	0.64	0	0	0	0	0
Lrrc39	11.78	4.28	5.35	5.49	1.79	3.05	1.4	9.04	1.94	3.63	3.41	6.1	4.21	3	0	0.19
Lrrc3b	0	1.63	0	0	0	0	0	0.58	4.71	3.82	8.15	13.97	9.16	16.64	7.38	8.73
Lrrc4	4.37	2.22	2.95	1.85	6.37	7.92	12.08	15.26	6.73	24.28	21	30.15	18.04	25.37	25.3	20.4
Lrrc40	49.75	64.44	49.42	58.87	56.63	31.64	53.17	34.99	52.45	47.07	40.71	48.26	39.35	32.23	22.67	27.52
Lrrc41	30.76	36.1	44.78	47.8	48.81	54.93	47.76	46.97	35.43	52.52	54.04	58.17	53.17	53.07	31.72	41.88
Lrrc42	59.77	114.04	102.17	135.91	114.85	82.79	73.14	65.58	76.86	67.76	91.51	71.71	83.61	76.01	120.93	68.86
Lrrc43	0	0	0	0	0	0	0	0	0	0	0	1.41	1.97	4.77	5.42	4.53
Lrrc45	25.15	13.63	20.07	16.19	27.47	29.61	20.62	39.88	20.05	25.79	37.79	26.01	19.41	19.19	24.87	15.69
Lrrc46	0	3.37	3.37	9.3	0	1.45	4.73	0.72	5.87	1.9	6.77	18.49	10.65	18.72	12.53	7.77
Lrrc47	135.23	99	94.96	68.14	132.34	173.71	93.53	112.25	45.99	78.11	64.12	68.56	73.43	94.45	70.55	84.02
Lrrc48	0.9	0	1.45	5.45	2.5	0	0	2.58	4.8	10.89	1.61	31.12	34.29	44.48	62.15	76.66
Lrrc49	6.91	9	9.75	11.28	28.6	31.69	61.72	72.5	80.62	81.52	77.92	81.62	65.57	54.09	54.33	66.31
Lrrc4b	3.06	3.27	9.81	14.77	24.39	42.82	76.2	111.25	84.58	135.68	171.36	105.52	101.88	122.29	95.25	104.37
Lrrc4c	0.24	0	2.29	0	2.64	4.65	9.31	24.01	21.24	69.81	86.71	60.48	68.15	81.7	58.15	47.45
Lrrc51	0	0	0	0	0	0	0	1.19	2.76	0	7.43	12.53	15.38	17.6	17.85	54.29
Lrrc52	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58	0	0
Lrrc55	1.73	0.62	0.31	0	1.27	2.31	3.88	6.91	16.44	7.81	8.24	4.96	4.51	8.54	6.1	0.71
Lrrc56	1.9	1.12	1.63	1.02	3.37	3.93	11.02	7.84	3.54	11.08	4.77	9.85	8.03	10.38	10.09	8.96
Lrrc57	7.26	15.53	19.63	14.32	16.55	14.69	10.21	25.62	36.77	26.68	21.39	16.2	24.21	22.19	30.54	32.08
Lrrc58	150.94	146.88	175.57	164.36	124.64	117.94	120.71	101.22	61.19	132.61	127.13	130.35	127.82	163.02	128.04	174.75
Lrrc59	213.32	276.94	258.72	222.49	212.02	178.82	154.89	156.72	145.79	121.1	132.62	129.33	117.09	103.21	91.56	123.86
Lrrc6	0	0	0	0.54	0	0	0.6	0	2.13	4.24	0.72	5.54	8.24	5.54	7.45	9.89
Lrrc61	8.64	6.69	9.81	22.66	10.8	13.12	11.73	17.88	20.89	13.19	23.41	11.47	15.82	11.27	12.41	7.76
Lrrc63	0.23	0	0	0.45	0	0	0	0	0	1.5	0	0	0	0	0	0
Lrrc66	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0
Lrrc69	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0
Lrrc7	0	0.6	1.95	0.38	0.78	2.09	2.53	4.49	2.24	8.26	16.33	11.38	6.77	7.29	7.44	6.74
Lrrc71	0	0.45	0	0	0	0	0	0	0	0	0	0.72	1.01	1.77	0.55	1.54
Lrrc72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc73	0	0	0	0.82	0	1.4	2.74	9.04	9.7	10.09	5.44	16.78	4.4	10.96	9.67	2.25
Lrrc8a	31.54	31.87	23.16	23.35	28.27	35.51	27.85	43.34	33.42	42.89	35.65	41.7	47.37	67.27	61.5	80.91
